train,test,roi,pearsons correlation
NYU_0050955,NYU_0050954,101,0.67760465324709906
NYU_0050956,NYU_0050954,101,0.6224941257056994
NYU_0050957,NYU_0050954,101,0.59926676295585857
NYU_0050958,NYU_0050954,101,0.61689463176477832
NYU_0050959,NYU_0050954,101,0.66034687440970652
NYU_0050960,NYU_0050954,101,0.56777452177446142
NYU_0050961,NYU_0050954,101,0.59633956632409868
NYU_0050962,NYU_0050954,101,0.61847816728493543
NYU_0050964,NYU_0050954,101,0.57034965133542337
NYU_0050965,NYU_0050954,101,0.44751547110317252
NYU_0050966,NYU_0050954,101,0.62955837848721996
NYU_0050967,NYU_0050954,101,0.62877827907691308
NYU_0050968,NYU_0050954,101,0.58671820976361133
NYU_0050969,NYU_0050954,101,0.67010207072975014
NYU_0050970,NYU_0050954,101,0.66018847603567377
NYU_0050972,NYU_0050954,101,0.54039931083339554
NYU_0050973,NYU_0050954,101,0.65001400660859487
NYU_0050974,NYU_0050954,101,0.61555917615775047
NYU_0050976,NYU_0050954,101,0.64321530700726248
NYU_0050977,NYU_0050954,101,0.63527336227086573
NYU_0050978,NYU_0050954,101,0.55696001952436547
NYU_0050979,NYU_0050954,101,0.56121233846200702
NYU_0050981,NYU_0050954,101,0.60658211567024201
NYU_0050982,NYU_0050954,101,0.55660335010645134
NYU_0050983,NYU_0050954,101,0.5471323285005717
NYU_0050984,NYU_0050954,101,0.63729110532743161
NYU_0050985,NYU_0050954,101,0.66999249251382231
NYU_0050986,NYU_0050954,101,0.68375554014781492
NYU_0050987,NYU_0050954,101,0.66544763264617002
NYU_0050988,NYU_0050954,101,0.6639685645516219
NYU_0050989,NYU_0050954,101,0.68688244615710803
NYU_0050990,NYU_0050954,101,0.61476072097452106
NYU_0050991,NYU_0050954,101,0.59810889946527312
NYU_0050992,NYU_0050954,101,0.64247008192263755
NYU_0050993,NYU_0050954,101,0.68651875861265788
NYU_0050994,NYU_0050954,101,0.60940328030345103
NYU_0050995,NYU_0050954,101,0.62359036274294011
NYU_0050996,NYU_0050954,101,0.54124061619398744
NYU_0050997,NYU_0050954,101,0.70141778990820525
NYU_0050998,NYU_0050954,101,0.5435306647476752
NYU_0050999,NYU_0050954,101,0.63752438893035079
NYU_0051000,NYU_0050954,101,0.59060027045116237
NYU_0051001,NYU_0050954,101,0.59833017758731932
NYU_0051002,NYU_0050954,101,0.65748787624380178
NYU_0051003,NYU_0050954,101,0.64790183931144352
NYU_0051006,NYU_0050954,101,0.64818753527685447
NYU_0051007,NYU_0050954,101,0.59815766544936988
NYU_0051008,NYU_0050954,101,0.60403402394196937
NYU_0051009,NYU_0050954,101,0.3669048049482217
NYU_0051010,NYU_0050954,101,0.61713329637010839
NYU_0051011,NYU_0050954,101,0.58780371725495328
NYU_0051012,NYU_0050954,101,0.48697122312529889
NYU_0051013,NYU_0050954,101,0.65200167823975574
NYU_0051014,NYU_0050954,101,0.63172583562098816
NYU_0051015,NYU_0050954,101,0.54158269730117936
NYU_0051016,NYU_0050954,101,0.67642860667893867
NYU_0051017,NYU_0050954,101,0.54406186857940586
NYU_0051018,NYU_0050954,101,0.62784329150194673
NYU_0051019,NYU_0050954,101,0.69648284960434426
NYU_0051020,NYU_0050954,101,0.61995901214080518
NYU_0051021,NYU_0050954,101,0.48946215150301164
NYU_0051023,NYU_0050954,101,0.50499301215507164
NYU_0051024,NYU_0050954,101,0.55498928666262204
NYU_0051025,NYU_0050954,101,0.59088317623947351
NYU_0051026,NYU_0050954,101,0.46576086989686016
NYU_0051027,NYU_0050954,101,0.67755401800004089
NYU_0051028,NYU_0050954,101,0.59999522513738035
NYU_0051029,NYU_0050954,101,0.62503349421238585
NYU_0051030,NYU_0050954,101,0.57892781637135104
NYU_0051032,NYU_0050954,101,0.63009035851021011
NYU_0051033,NYU_0050954,101,0.55287005525304866
NYU_0051034,NYU_0050954,101,0.63440032917237543
NYU_0051035,NYU_0050954,101,0.6416774953938581
NYU_0051036,NYU_0050954,101,0.62629395996709547
NYU_0051038,NYU_0050954,101,0.54560894685257466
NYU_0051039,NYU_0050954,101,0.68529645521292371
NYU_0051040,NYU_0050954,101,0.64231544287897824
NYU_0051041,NYU_0050954,101,0.53777897683518805
NYU_0051042,NYU_0050954,101,0.61340753277468818
NYU_0051044,NYU_0050954,101,0.65930559340948913
NYU_0051045,NYU_0050954,101,0.63416341696076362
NYU_0051046,NYU_0050954,101,0.40803797592107305
NYU_0051047,NYU_0050954,101,0.6131718882676902
NYU_0051048,NYU_0050954,101,0.63372920867563343
NYU_0051049,NYU_0050954,101,0.61258647396358279
NYU_0051050,NYU_0050954,101,0.61796748870706653
NYU_0051051,NYU_0050954,101,0.62772260510407707
NYU_0051052,NYU_0050954,101,0.60278886853834091
NYU_0051053,NYU_0050954,101,0.53883216390124145
NYU_0051054,NYU_0050954,101,0.55622957425007014
NYU_0051055,NYU_0050954,101,0.60183835529034946
NYU_0051056,NYU_0050954,101,0.68477615863692176
NYU_0051057,NYU_0050954,101,0.61044971075622523
NYU_0051058,NYU_0050954,101,0.48601734591347917
NYU_0051059,NYU_0050954,101,0.57622518884165796
NYU_0051060,NYU_0050954,101,0.52917972010171344
NYU_0051061,NYU_0050954,101,0.64386086444484403
NYU_0051062,NYU_0050954,101,0.50278803622107782
NYU_0051063,NYU_0050954,101,0.61671162534726764
NYU_0051064,NYU_0050954,101,0.58751735490936008
NYU_0051065,NYU_0050954,101,0.66926370773702804
NYU_0051066,NYU_0050954,101,0.66887976190845622
NYU_0051067,NYU_0050954,101,0.58557592289190674
NYU_0051068,NYU_0050954,101,0.61264760943636032
NYU_0051069,NYU_0050954,101,0.59133248531879667
NYU_0051070,NYU_0050954,101,0.69685096677612446
NYU_0051071,NYU_0050954,101,0.60445713920650301
NYU_0051072,NYU_0050954,101,0.63257157911062623
NYU_0051073,NYU_0050954,101,0.50845578065107877
NYU_0051074,NYU_0050954,101,0.6491636142765792
NYU_0051075,NYU_0050954,101,0.69429748158508098
NYU_0051076,NYU_0050954,101,0.60690312621497233
NYU_0051077,NYU_0050954,101,0.44631005358883152
NYU_0051078,NYU_0050954,101,0.62867373259390658
NYU_0051079,NYU_0050954,101,0.66960808313793974
NYU_0051080,NYU_0050954,101,0.62772415963331507
NYU_0051081,NYU_0050954,101,0.63017294256750511
NYU_0051082,NYU_0050954,101,0.62732323554691283
NYU_0051083,NYU_0050954,101,0.56160013791583141
NYU_0051084,NYU_0050954,101,0.66478958832998414
NYU_0051085,NYU_0050954,101,0.56621488222892236
NYU_0051086,NYU_0050954,101,0.61150978332907746
NYU_0051087,NYU_0050954,101,0.62293079466836099
NYU_0051088,NYU_0050954,101,0.61285351612921379
NYU_0051089,NYU_0050954,101,0.61610926144513034
NYU_0051090,NYU_0050954,101,0.63786546153108026
NYU_0051091,NYU_0050954,101,0.6802930839889425
NYU_0051093,NYU_0050954,101,0.69208201720694396
NYU_0051094,NYU_0050954,101,0.68659906191491793
NYU_0051095,NYU_0050954,101,0.60398068858599319
NYU_0051096,NYU_0050954,101,0.64183527691831377
NYU_0051097,NYU_0050954,101,0.62825991402048231
NYU_0051098,NYU_0050954,101,0.61204244972361954
NYU_0051099,NYU_0050954,101,0.59445199365024803
NYU_0051100,NYU_0050954,101,0.5491688497841859
NYU_0051101,NYU_0050954,101,0.51971107853461562
NYU_0051102,NYU_0050954,101,0.6408525363141705
NYU_0051103,NYU_0050954,101,0.67672182899463351
NYU_0051104,NYU_0050954,101,0.56404161145626275
NYU_0051105,NYU_0050954,101,0.62474287394009176
NYU_0051106,NYU_0050954,101,0.63355849196764336
NYU_0051107,NYU_0050954,101,0.66287621398055907
NYU_0051109,NYU_0050954,101,0.36812988749047015
NYU_0051110,NYU_0050954,101,0.62526949792558106
NYU_0051111,NYU_0050954,101,0.61459171030953774
NYU_0051112,NYU_0050954,101,0.6355119329793999
NYU_0051113,NYU_0050954,101,0.60959187768402234
NYU_0051114,NYU_0050954,101,0.52984541947867803
NYU_0051116,NYU_0050954,101,0.64092090447326588
NYU_0051117,NYU_0050954,101,0.51844145617526283
NYU_0051118,NYU_0050954,101,0.28305543366700575
NYU_0051121,NYU_0050954,101,0.64112877152721592
NYU_0051122,NYU_0050954,101,0.6558427871165734
NYU_0051123,NYU_0050954,101,0.66103959520448541
NYU_0051124,NYU_0050954,101,0.58047980385967179
NYU_0051126,NYU_0050954,101,0.68474323436100148
NYU_0051127,NYU_0050954,101,0.65121087103769815
NYU_0051128,NYU_0050954,101,0.63704387645842253
NYU_0051129,NYU_0050954,101,0.61641137304531712
NYU_0051130,NYU_0050954,101,0.57586603865315344
NYU_0051131,NYU_0050954,101,0.65330779081173873
NYU_0051146,NYU_0050954,101,0.64187787904787097
NYU_0051147,NYU_0050954,101,0.56361745397490537
NYU_0051148,NYU_0050954,101,0.57855551158411922
NYU_0051149,NYU_0050954,101,0.6093579929826286
NYU_0051150,NYU_0050954,101,0.61689849794720808
NYU_0051151,NYU_0050954,101,0.62737811704844648
NYU_0051152,NYU_0050954,101,0.71931386280487819
NYU_0051153,NYU_0050954,101,0.61227989498581481
NYU_0051154,NYU_0050954,101,0.56435349384120115
NYU_0051155,NYU_0050954,101,0.64596465414641724
NYU_0051156,NYU_0050954,101,0.62424313098595552
NYU_0051159,NYU_0050954,101,0.65278259175300546
NYU_0050954,NYU_0050955,101,0.47187185111616459
NYU_0050956,NYU_0050955,101,0.57778054732872763
NYU_0050957,NYU_0050955,101,0.2222183258221665
NYU_0050958,NYU_0050955,101,0.40409295233937842
NYU_0050959,NYU_0050955,101,0.54789107327963449
NYU_0050960,NYU_0050955,101,0.39440615151142117
NYU_0050961,NYU_0050955,101,0.43684384938938042
NYU_0050962,NYU_0050955,101,0.39441947787559922
NYU_0050964,NYU_0050955,101,0.28368537318305975
NYU_0050965,NYU_0050955,101,0.26479346776723373
NYU_0050966,NYU_0050955,101,0.40642324958808751
NYU_0050967,NYU_0050955,101,0.42230603151764434
NYU_0050968,NYU_0050955,101,0.32362761918212485
NYU_0050969,NYU_0050955,101,0.46500761712903588
NYU_0050970,NYU_0050955,101,0.44816913228224725
NYU_0050972,NYU_0050955,101,0.33705438408618466
NYU_0050973,NYU_0050955,101,0.43516603061452513
NYU_0050974,NYU_0050955,101,0.32114559077375998
NYU_0050976,NYU_0050955,101,0.44935700886732155
NYU_0050977,NYU_0050955,101,0.39468010865467162
NYU_0050978,NYU_0050955,101,0.44219616425672209
