train,test,roi,pearsons correlation
NYU_0050955,NYU_0050954,24,0.68846617183107783
NYU_0050956,NYU_0050954,24,0.68931480884385776
NYU_0050957,NYU_0050954,24,0.66558826716058417
NYU_0050958,NYU_0050954,24,0.69483675969180092
NYU_0050959,NYU_0050954,24,0.62289447375544815
NYU_0050960,NYU_0050954,24,0.63608588456014825
NYU_0050961,NYU_0050954,24,0.61377905376588193
NYU_0050962,NYU_0050954,24,0.57730778163148699
NYU_0050964,NYU_0050954,24,0.67805419747966944
NYU_0050965,NYU_0050954,24,0.65422871524311854
NYU_0050966,NYU_0050954,24,0.67626616111308879
NYU_0050967,NYU_0050954,24,0.66943210628550309
NYU_0050968,NYU_0050954,24,0.59207945576816134
NYU_0050969,NYU_0050954,24,0.60286939844067522
NYU_0050970,NYU_0050954,24,0.67438606160196934
NYU_0050972,NYU_0050954,24,0.65744411099722155
NYU_0050973,NYU_0050954,24,0.6243646881338295
NYU_0050974,NYU_0050954,24,0.65024240398929234
NYU_0050976,NYU_0050954,24,0.57964301528310802
NYU_0050977,NYU_0050954,24,0.69586865119477448
NYU_0050978,NYU_0050954,24,0.66585748571133108
NYU_0050979,NYU_0050954,24,0.64341282368351849
NYU_0050981,NYU_0050954,24,0.66920376732726261
NYU_0050982,NYU_0050954,24,0.67085238440133188
NYU_0050983,NYU_0050954,24,0.68491479304219149
NYU_0050984,NYU_0050954,24,0.66705639086584334
NYU_0050985,NYU_0050954,24,0.66189144427639468
NYU_0050986,NYU_0050954,24,0.67954572781795297
NYU_0050987,NYU_0050954,24,0.69314417222785996
NYU_0050988,NYU_0050954,24,0.5901497843234399
NYU_0050989,NYU_0050954,24,0.68962292890274401
NYU_0050990,NYU_0050954,24,0.65895866879755438
NYU_0050991,NYU_0050954,24,0.63706782558243114
NYU_0050992,NYU_0050954,24,0.65935750819491934
NYU_0050993,NYU_0050954,24,0.70175080242014898
NYU_0050994,NYU_0050954,24,0.61791228549106869
NYU_0050995,NYU_0050954,24,0.65015637179607622
NYU_0050996,NYU_0050954,24,0.67035133071591868
NYU_0050997,NYU_0050954,24,0.69246190501459093
NYU_0050998,NYU_0050954,24,0.69159964230233084
NYU_0050999,NYU_0050954,24,0.69279324109866613
NYU_0051000,NYU_0050954,24,0.69772967326546731
NYU_0051001,NYU_0050954,24,0.68045554145366494
NYU_0051002,NYU_0050954,24,0.67892937879736537
NYU_0051003,NYU_0050954,24,0.65332131913637526
NYU_0051006,NYU_0050954,24,0.66124316307786957
