train,test,roi,pearsons correlation
NYU_0050955,NYU_0050954,190,0.047194461102455829
NYU_0050956,NYU_0050954,190,0.06803013037129256
NYU_0050957,NYU_0050954,190,0.080590470200056816
NYU_0050958,NYU_0050954,190,0.041366006553649019
NYU_0050959,NYU_0050954,190,0.099036364317096157
NYU_0050960,NYU_0050954,190,0.066825100406414498
NYU_0050961,NYU_0050954,190,0.086350358220227408
NYU_0050962,NYU_0050954,190,0.053546300792360099
NYU_0050964,NYU_0050954,190,0.064429393019945741
NYU_0050965,NYU_0050954,190,0.065040897271297221
NYU_0050966,NYU_0050954,190,0.053066242489522603
NYU_0050967,NYU_0050954,190,0.063159186620315916
NYU_0050968,NYU_0050954,190,0.042970891458680972
NYU_0050969,NYU_0050954,190,0.077326036507700563
NYU_0050970,NYU_0050954,190,0.03917727806578452
NYU_0050972,NYU_0050954,190,0.089766964594014398
NYU_0050973,NYU_0050954,190,0.076825542730175098
NYU_0050974,NYU_0050954,190,0.068602079502941171
NYU_0050976,NYU_0050954,190,0.050043203905623446
NYU_0050977,NYU_0050954,190,0.082311347066165566
NYU_0050978,NYU_0050954,190,0.057279940433588708
NYU_0050979,NYU_0050954,190,0.072467545883798515
NYU_0050981,NYU_0050954,190,0.10700426456013139
NYU_0050982,NYU_0050954,190,0.065308895181666216
NYU_0050983,NYU_0050954,190,0.055817905165593831
NYU_0050984,NYU_0050954,190,0.075151460315402138
NYU_0050985,NYU_0050954,190,0.037098645127360642
NYU_0050986,NYU_0050954,190,0.048724519035246161
NYU_0050987,NYU_0050954,190,0.077815534255628954
NYU_0050988,NYU_0050954,190,0.033307934016335451
NYU_0050989,NYU_0050954,190,0.062813694482725085
NYU_0050990,NYU_0050954,190,0.083523297278177422
NYU_0050991,NYU_0050954,190,0.040473102494867727
NYU_0050992,NYU_0050954,190,0.056557080654127699
NYU_0050993,NYU_0050954,190,0.081099652284531171
NYU_0050994,NYU_0050954,190,0.10558211578755512
NYU_0050995,NYU_0050954,190,0.078250656760387075
NYU_0050996,NYU_0050954,190,0.071976106396633557
NYU_0050997,NYU_0050954,190,0.082838399053462713
NYU_0050998,NYU_0050954,190,0.067788767395094943
NYU_0050999,NYU_0050954,190,0.042092918855904597
NYU_0051000,NYU_0050954,190,0.067452814291898602
NYU_0051001,NYU_0050954,190,0.07386138207383304
NYU_0051002,NYU_0050954,190,0.069804562771009007
NYU_0051003,NYU_0050954,190,0.070450229997998534
NYU_0051006,NYU_0050954,190,0.05901519719707124
