train,test,roi,pearsons correlation
NYU_0050955,NYU_0050954,191,0.77125925650518179
NYU_0050956,NYU_0050954,191,0.7467894350307539
NYU_0050957,NYU_0050954,191,0.74720340548675201
NYU_0050958,NYU_0050954,191,0.73008350581852066
NYU_0050959,NYU_0050954,191,0.68770065550925807
NYU_0050960,NYU_0050954,191,0.76002840798873494
NYU_0050961,NYU_0050954,191,0.76364545465247802
NYU_0050962,NYU_0050954,191,0.72881481728446695
NYU_0050964,NYU_0050954,191,0.7586402722672364
NYU_0050965,NYU_0050954,191,0.7021202467238632
NYU_0050966,NYU_0050954,191,0.78613131783988788
NYU_0050967,NYU_0050954,191,0.69105617342031878
NYU_0050968,NYU_0050954,191,0.76189627209452548
NYU_0050969,NYU_0050954,191,0.78882240556417249
NYU_0050970,NYU_0050954,191,0.76519183650183442
NYU_0050972,NYU_0050954,191,0.67759387392583947
NYU_0050973,NYU_0050954,191,0.7715572621240242
NYU_0050974,NYU_0050954,191,0.79678018688980379
NYU_0050976,NYU_0050954,191,0.70626516243056725
NYU_0050977,NYU_0050954,191,0.72305860215994266
NYU_0050978,NYU_0050954,191,0.72599073432815353
NYU_0050979,NYU_0050954,191,0.7684935844243701
NYU_0050981,NYU_0050954,191,0.70442439016158531
NYU_0050982,NYU_0050954,191,0.76875392881355953
NYU_0050983,NYU_0050954,191,0.71831497992948201
NYU_0050984,NYU_0050954,191,0.72912178128325977
NYU_0050985,NYU_0050954,191,0.73601291781253841
NYU_0050986,NYU_0050954,191,0.77802066596912733
NYU_0050987,NYU_0050954,191,0.69198370246574836
NYU_0050988,NYU_0050954,191,0.73980842063272578
NYU_0050989,NYU_0050954,191,0.76909542336588321
NYU_0050990,NYU_0050954,191,0.79410797940747913
NYU_0050991,NYU_0050954,191,0.74913507549122149
NYU_0050992,NYU_0050954,191,0.76916280039892448
NYU_0050993,NYU_0050954,191,0.74206250145100072
NYU_0050994,NYU_0050954,191,0.61830556063763531
NYU_0050995,NYU_0050954,191,0.78991134573684707
NYU_0050996,NYU_0050954,191,0.71994696145900094
NYU_0050997,NYU_0050954,191,0.6505129686243788
NYU_0050998,NYU_0050954,191,0.75454116119431747
NYU_0050999,NYU_0050954,191,0.74472612843984387
NYU_0051000,NYU_0050954,191,0.76100954806394427
NYU_0051001,NYU_0050954,191,0.67982679911230415
NYU_0051002,NYU_0050954,191,0.7620685241494638
NYU_0051003,NYU_0050954,191,0.7286402564837352
NYU_0051006,NYU_0050954,191,0.71139965578743203
NYU_0051007,NYU_0050954,191,0.71699955628723822
NYU_0051008,NYU_0050954,191,0.69337207147328972
NYU_0051009,NYU_0050954,191,0.61724190227566178
NYU_0051010,NYU_0050954,191,0.63916316427793662
NYU_0051011,NYU_0050954,191,0.7406421514586693
NYU_0051012,NYU_0050954,191,0.71051668505905574
NYU_0051013,NYU_0050954,191,0.61202609593526913
NYU_0051014,NYU_0050954,191,0.78195346870705529
NYU_0051015,NYU_0050954,191,0.72791028097015498
NYU_0051016,NYU_0050954,191,0.7401201677808823
NYU_0051017,NYU_0050954,191,0.718396516728949
NYU_0051018,NYU_0050954,191,0.74708460373893437
NYU_0051019,NYU_0050954,191,0.7451864577950954
NYU_0051020,NYU_0050954,191,0.75584633799283851
NYU_0051021,NYU_0050954,191,0.73307522431442051
NYU_0051023,NYU_0050954,191,0.73006834974958223
NYU_0051024,NYU_0050954,191,0.75503481863156252
NYU_0051025,NYU_0050954,191,0.77855071649858665
NYU_0051026,NYU_0050954,191,0.75530409190619641
NYU_0051027,NYU_0050954,191,0.77338005481744709
NYU_0051028,NYU_0050954,191,0.74086815099503311
NYU_0051029,NYU_0050954,191,0.69674412390802687
NYU_0051030,NYU_0050954,191,0.74087779230938977
NYU_0051032,NYU_0050954,191,0.75851215423860141
NYU_0051033,NYU_0050954,191,0.6232139740810948
