train,test,roi,pearsons correlation
NYU_0050955,NYU_0050954,195,0.72440388029365632
NYU_0050956,NYU_0050954,195,0.69137493857437105
NYU_0050957,NYU_0050954,195,0.76745705031033051
NYU_0050958,NYU_0050954,195,0.66788804642135424
NYU_0050959,NYU_0050954,195,0.70425641981197817
NYU_0050960,NYU_0050954,195,0.64237184117686175
NYU_0050961,NYU_0050954,195,0.69337080007276131
NYU_0050962,NYU_0050954,195,0.71888062792488705
NYU_0050964,NYU_0050954,195,0.74138104592306786
NYU_0050965,NYU_0050954,195,0.6663119349735902
NYU_0050966,NYU_0050954,195,0.64979414541795133
NYU_0050967,NYU_0050954,195,0.66220623880674312
NYU_0050968,NYU_0050954,195,0.70055416147699923
NYU_0050969,NYU_0050954,195,0.75445462357590864
NYU_0050970,NYU_0050954,195,0.6963569799132534
NYU_0050972,NYU_0050954,195,0.6368747211137189
NYU_0050973,NYU_0050954,195,0.71169789850996379
NYU_0050974,NYU_0050954,195,0.7007860737600925
NYU_0050976,NYU_0050954,195,0.75280903539284172
NYU_0050977,NYU_0050954,195,0.67527293014416745
NYU_0050978,NYU_0050954,195,0.62629930780684473
NYU_0050979,NYU_0050954,195,0.70126420064575812
NYU_0050981,NYU_0050954,195,0.70875461545797991
NYU_0050982,NYU_0050954,195,0.66792925861672925
NYU_0050983,NYU_0050954,195,0.74942303755190476
NYU_0050984,NYU_0050954,195,0.76386747452012993
NYU_0050985,NYU_0050954,195,0.72191357497648545
NYU_0050986,NYU_0050954,195,0.59313154426134196
NYU_0050987,NYU_0050954,195,0.74747115427812472
NYU_0050988,NYU_0050954,195,0.69245831575704664
NYU_0050989,NYU_0050954,195,0.77065014155204747
NYU_0050990,NYU_0050954,195,0.71941508666776799
NYU_0050991,NYU_0050954,195,0.76759359600144939
NYU_0050992,NYU_0050954,195,0.71142667349064204
NYU_0050993,NYU_0050954,195,0.64297018486836555
NYU_0050994,NYU_0050954,195,0.74171303628164764
NYU_0050995,NYU_0050954,195,0.6399569485991865
NYU_0050996,NYU_0050954,195,0.61555841929449429
NYU_0050997,NYU_0050954,195,0.71619772509604229
NYU_0050998,NYU_0050954,195,0.66923812067303512
NYU_0050999,NYU_0050954,195,0.7121802402382077
NYU_0051000,NYU_0050954,195,0.54493498975610921
NYU_0051001,NYU_0050954,195,0.6766164032628722
NYU_0051002,NYU_0050954,195,0.66481591025708198
NYU_0051003,NYU_0050954,195,0.69720287278001414
NYU_0051006,NYU_0050954,195,0.73619835342470052
NYU_0051007,NYU_0050954,195,0.68867135510908128
NYU_0051008,NYU_0050954,195,0.74348207958294621
NYU_0051009,NYU_0050954,195,0.76170609144212464
NYU_0051010,NYU_0050954,195,0.72216983098798626
NYU_0051011,NYU_0050954,195,0.70260674217927033
NYU_0051012,NYU_0050954,195,0.76468826923539535
NYU_0051013,NYU_0050954,195,0.79206428524654338
NYU_0051014,NYU_0050954,195,0.74577004518219892
NYU_0051015,NYU_0050954,195,0.77236472250955868
NYU_0051016,NYU_0050954,195,0.73708732300027358
NYU_0051017,NYU_0050954,195,0.62718661705058243
NYU_0051018,NYU_0050954,195,0.68053969349541688
NYU_0051019,NYU_0050954,195,0.69423339775504966
NYU_0051020,NYU_0050954,195,0.74854279094634324
NYU_0051021,NYU_0050954,195,0.77842941020657364
NYU_0051023,NYU_0050954,195,0.59601105155818679
NYU_0051024,NYU_0050954,195,0.57534188317532609
NYU_0051025,NYU_0050954,195,0.71594841363434825
NYU_0051026,NYU_0050954,195,0.73506221645481806
NYU_0051027,NYU_0050954,195,0.56320568744907173
NYU_0051028,NYU_0050954,195,0.63162998438570239
NYU_0051029,NYU_0050954,195,0.73989510011230997
NYU_0051030,NYU_0050954,195,0.72806811093789936
NYU_0051032,NYU_0050954,195,0.78236341925217445
NYU_0051033,NYU_0050954,195,0.69435903267931565
NYU_0051034,NYU_0050954,195,0.74875692904689173
NYU_0051035,NYU_0050954,195,0.74556936761656822
NYU_0051036,NYU_0050954,195,0.67391433931293554
NYU_0051038,NYU_0050954,195,0.62903206568936465
NYU_0051039,NYU_0050954,195,0.68906617533521131
NYU_0051040,NYU_0050954,195,0.7492740792730751
NYU_0051041,NYU_0050954,195,0.73729810604820079
NYU_0051042,NYU_0050954,195,0.59162295141185528
NYU_0051044,NYU_0050954,195,0.72717920372363565
NYU_0051045,NYU_0050954,195,0.71031040737437623
NYU_0051046,NYU_0050954,195,0.68055873015446988
NYU_0051047,NYU_0050954,195,0.75336287936848312
NYU_0051048,NYU_0050954,195,0.71832056778873776
NYU_0051049,NYU_0050954,195,0.74754018335190053
NYU_0051050,NYU_0050954,195,0.62488199985774084
NYU_0051051,NYU_0050954,195,0.69158131716967752
NYU_0051052,NYU_0050954,195,0.77128369127825247
NYU_0051053,NYU_0050954,195,0.70449693213683084
NYU_0051054,NYU_0050954,195,0.71968878022572602
NYU_0051055,NYU_0050954,195,0.73167417420370462
NYU_0051056,NYU_0050954,195,0.68634206222259597
NYU_0051057,NYU_0050954,195,0.65304129014914059
NYU_0051058,NYU_0050954,195,0.71939086395952001
NYU_0051059,NYU_0050954,195,0.70814638414080922
NYU_0051060,NYU_0050954,195,0.70797325054878679
NYU_0051061,NYU_0050954,195,0.64667551870103313
NYU_0051062,NYU_0050954,195,0.79070033862952538
NYU_0051063,NYU_0050954,195,0.71723915722559306
NYU_0051064,NYU_0050954,195,0.73569297731094496
NYU_0051065,NYU_0050954,195,0.69785143135512784
NYU_0051066,NYU_0050954,195,0.69820005727645829
NYU_0051067,NYU_0050954,195,0.65250110897198466
NYU_0051068,NYU_0050954,195,0.74548609181432302
NYU_0051069,NYU_0050954,195,0.71982145547443777
NYU_0051070,NYU_0050954,195,0.62258684952769383
NYU_0051071,NYU_0050954,195,0.60083666191202922
NYU_0051072,NYU_0050954,195,0.65508792973846575
NYU_0051073,NYU_0050954,195,0.73773611123329075
NYU_0051074,NYU_0050954,195,0.60983779878278022
NYU_0051075,NYU_0050954,195,0.7521420526715269
NYU_0051076,NYU_0050954,195,0.68089635333786636
NYU_0051077,NYU_0050954,195,0.75793138132466409
NYU_0051078,NYU_0050954,195,0.67208901860106662
NYU_0051079,NYU_0050954,195,0.65796576389189487
NYU_0051080,NYU_0050954,195,0.70955146958528348
NYU_0051081,NYU_0050954,195,0.63530384253970973
NYU_0051082,NYU_0050954,195,0.72486438155802912
NYU_0051083,NYU_0050954,195,0.74714354383048254
NYU_0051084,NYU_0050954,195,0.71992580112332072
NYU_0051085,NYU_0050954,195,0.76267497204593848
NYU_0051086,NYU_0050954,195,0.76625080200858842
NYU_0051087,NYU_0050954,195,0.7233630048170463
NYU_0051088,NYU_0050954,195,0.60403225763812651
NYU_0051089,NYU_0050954,195,0.58008745555858721
NYU_0051090,NYU_0050954,195,0.77141989895851759
NYU_0051091,NYU_0050954,195,0.76854557083602315
NYU_0051093,NYU_0050954,195,0.67388957115743786
NYU_0051094,NYU_0050954,195,0.75812192019894276
NYU_0051095,NYU_0050954,195,0.65122291463508741
NYU_0051096,NYU_0050954,195,0.74778269694643029
NYU_0051097,NYU_0050954,195,0.66471013664283507
NYU_0051098,NYU_0050954,195,0.71292172847638968
NYU_0051099,NYU_0050954,195,0.69888685307358556
NYU_0051100,NYU_0050954,195,0.82588291362498001
NYU_0051101,NYU_0050954,195,0.78422925693461498
NYU_0051102,NYU_0050954,195,0.76707486314842532
