train,test,roi,pearsons correlation
NYU_0050955,NYU_0050954,139,0.13585091762650681
NYU_0050956,NYU_0050954,139,0.11251884333394546
NYU_0050957,NYU_0050954,139,0.10857402198404598
NYU_0050958,NYU_0050954,139,0.15523792308217962
NYU_0050959,NYU_0050954,139,0.15155927910534794
NYU_0050960,NYU_0050954,139,0.12273284526526136
NYU_0050961,NYU_0050954,139,0.15934080841038195
NYU_0050962,NYU_0050954,139,0.16692187520932669
NYU_0050964,NYU_0050954,139,0.16172256785298281
NYU_0050965,NYU_0050954,139,0.14469844955341071
NYU_0050966,NYU_0050954,139,0.17474633417336802
NYU_0050967,NYU_0050954,139,0.1470202552745449
NYU_0050968,NYU_0050954,139,0.12936055927057377
NYU_0050969,NYU_0050954,139,0.12007110448678393
NYU_0050970,NYU_0050954,139,0.16745461168920206
NYU_0050972,NYU_0050954,139,0.16284413287833557
NYU_0050973,NYU_0050954,139,0.13388909190139503
NYU_0050974,NYU_0050954,139,0.13096334018046851
NYU_0050976,NYU_0050954,139,0.1557566440916735
NYU_0050977,NYU_0050954,139,0.15112458543277116
NYU_0050978,NYU_0050954,139,0.15150749123872925
NYU_0050979,NYU_0050954,139,0.14370339211279512
NYU_0050981,NYU_0050954,139,0.15328874950842203
NYU_0050982,NYU_0050954,139,0.14020269903228799
NYU_0050983,NYU_0050954,139,0.17036497200534956
NYU_0050984,NYU_0050954,139,0.13877293255013357
NYU_0050985,NYU_0050954,139,0.12974510875088421
NYU_0050986,NYU_0050954,139,0.11668409821239248
NYU_0050987,NYU_0050954,139,0.080481239064731258
NYU_0050988,NYU_0050954,139,0.092737530392842674
NYU_0050989,NYU_0050954,139,0.10149312781651122
NYU_0050990,NYU_0050954,139,0.12455966625056443
NYU_0050991,NYU_0050954,139,0.14146557383368735
NYU_0050992,NYU_0050954,139,0.19848734921126523
NYU_0050993,NYU_0050954,139,0.20493063235192729
NYU_0050994,NYU_0050954,139,0.13505927575188112
NYU_0050995,NYU_0050954,139,0.13105071679454969
NYU_0050996,NYU_0050954,139,0.14269076874542902
NYU_0050997,NYU_0050954,139,0.094065358281269953
NYU_0050998,NYU_0050954,139,0.14727606772935292
NYU_0050999,NYU_0050954,139,0.19205100964578803
NYU_0051000,NYU_0050954,139,0.11728808904210924
NYU_0051001,NYU_0050954,139,0.15543618122657329
NYU_0051002,NYU_0050954,139,0.13004320931456539
NYU_0051003,NYU_0050954,139,0.19942471885772786
NYU_0051006,NYU_0050954,139,0.11821167115768083
NYU_0051007,NYU_0050954,139,0.1391459254285814
NYU_0051008,NYU_0050954,139,0.13732909143634486
NYU_0051009,NYU_0050954,139,0.13193995094599859
NYU_0051010,NYU_0050954,139,0.12202650382908965
NYU_0051011,NYU_0050954,139,0.14465206489925944
NYU_0051012,NYU_0050954,139,0.15253096575393763
NYU_0051013,NYU_0050954,139,0.078391657804885259
NYU_0051014,NYU_0050954,139,0.13886821828721649
NYU_0051015,NYU_0050954,139,0.13192519333873012
NYU_0051016,NYU_0050954,139,0.17426594651942717
NYU_0051017,NYU_0050954,139,0.16349049950099198
NYU_0051018,NYU_0050954,139,0.14194680018488176
NYU_0051019,NYU_0050954,139,0.16587723465978108
NYU_0051020,NYU_0050954,139,0.13598885335638042
NYU_0051021,NYU_0050954,139,0.10114643434105249
NYU_0051023,NYU_0050954,139,0.13801940600514859
NYU_0051024,NYU_0050954,139,0.13802148707421918
NYU_0051025,NYU_0050954,139,0.14717202525933232
NYU_0051026,NYU_0050954,139,0.15224607789271258
NYU_0051027,NYU_0050954,139,0.18534302114513623
NYU_0051028,NYU_0050954,139,0.10753800157932916
NYU_0051029,NYU_0050954,139,0.14121726060805892
NYU_0051030,NYU_0050954,139,0.090159693539391184
